club,last_name,first_name,position,base_salary,guaranteed_compensation
VancouverWhitecaps,Owusu,Leonard,M,300000,351250
LAFC,Palacios,Diego,D,324000,348000
Houston Dynamo,Palomino,Marcelo,F,63547,63547
Nashville SC,Panicco,Elliot,G,63547,63547
Montreal Impact,Pantemis,James,G,81375,81375
DC United,Paredes,Kevin,M,100000,108000
Portland Timbers,Paredes,Cristhian,M,252000,283500
New York Red Bulls,Parker,Tim,D,788200,802200
New York City FC,Parks,Keaton,M,300000,300000
MinnesotaUnited,Partida,Kevin,M,81375,81375
Orlando City SC,Patino,Santiago,F,81375,85673
Major League Soccer,Patterson-Sewell,Caleb,G,81375,81375
LA Galaxy,Pavon,Cristian,F,1500000,1500000
VancouverWhitecaps,Pecile,Damiano,M,63547,69885
Inter Miami,Pellegrini,Matias,F,675000,770833
Houston Dynamo,Pena,Ronaldo,F,275000,275000
New York Red Bulls,Pendant,Jason,D,305000,365750
New England Revolution,Penilla,Cristian,F,600000,650000
FC Dallas,Pepi,Ricardo,F,84000,102000
Orlando City SC,Perea,Andres,M,144000,149500
Orlando City SC,Pereyra,Mauricio,M,960000,1078000
LA Galaxy,Perez,Jonathan,M,90000,111750
LAFC,Perez,Adrien,F,81375,81375
FC Cincinnati,Pettersson,Tom,D,300000,343233
Toronto FC,Piatti,Pablo,F,2400000,2720000
FC Dallas,Picault,Fafa,F,430000,430000
Montreal Impact,Piette,Samuel,M,400000,429312
Chicago Fire,Pineda,Mauricio,M,90000,92500
DC United,Pines,Donovan,D,115000,117000
Inter Miami,Pizarro,Rodolfo,F,3050000,3350000
Portland Timbers,Polo,Andy,M,150000,150000
New England Revolution,Polster,Matt,M,275000,303438
FC Dallas,Pomykal,Paxton,M,500000,500000
Real Salt Lake,Portillo,Justin,M,81375,81375
Inter Miami,Powell,Alvas,D,265000,281625
Toronto FC,Pozuelo,Alejandro,M,3800000,4693000
Colorado Rapids,Price,Jack,M,500000,555625
Toronto FC,Priso,Ralph,M,63547,67298
Philadelphia Union,Przybylko,Kacper,F,775000,856875
Sporting Kansas City,Pulido Izaguirre,Alan,F,2200000,2200000
Sporting Kansas City,Pulskamp,John,G,63547,66047
Sporting Kansas City,Puncec,Roberto,D,500000,500000
Real Salt Lake,Putna,Andrew,G,81375,81375
San Jose Earthquakes,Qazaishvili,"Valeri ""Vako""",F,1625004,1754042
Houston Dynamo,Quintero,Darwin,F,1352055,1352055
Inter Miami,Quinteros,Jairo,D,63547,63547
Montreal Impact,Quioto,Romell,F,510000,559833
Montreal Impact,Raitala,Jukka,D,260000,300500
Houston Dynamo,Ramirez,Christian,F,700000,766250
Real Salt Lake,Ramirez Chacon,Jeizon,M,330000,371250
Minnesota United,Ranjitsingh,Gregory,G,81375,87684
Vancouver Whitecaps,Raposo,Ryan,M,81375,95375
Colorado Rapids,Rawls,Andre,G,81375,87375
Philadelphia Union,Real,Matthew,D,81375,81375
Sporting Kansas City,Reid,Winston,D,100000,104167
Atlanta United,Remedi,Eric,M,390000,390000
New EnglandRevolution,Rennicks,Justin,F,90000,100000
Inter Miami,Reyes,Andres,D,350000,362500
DC United,Reyna,Yordy,F,680000,743140
Chicago Fire,Reynolds,Andre,D,70000,78000
FC Dallas,Reynolds,Bryan,D,105000,105000
Minnesota United,Reynoso,Emanuel,M,650000,866910
FC Dallas,Ricaurte,Andres,M,300000,337178
FC Cincinnati,Richey,Spencer,G,81375,81375
Vancouver Whitecaps,Ricketts,Tosaint,F,150000,155000
New York CityFC,Ring,Alexander,M,950000,1045000
Nashville SC,Rios,Daniel,F,120000,131625
San Jose Earthquakes,Rios,Andres,F,930000,999250
DC United,Rivas,Gelmin,F,81375,96013
New EnglandRevolution,Rivera,Damian,M,63547,63547
FC Dallas,Roberts,Thomas,M,120000,133000
Atlanta United,Robinson,Miles,D,600000,637500
Inter Miami,Robinson,Robbie,F,100000,145000
Inter Miami,Robles,Luis,G,375000,395000
New York CityFC,Rocha,Tony,M,81375,81375
Chicago Fire,Rodriguez,Allan,M,63547,65447
Colorado Rapids,Rodriguez,Abraham,G,63547,63547
Houston Dynamo,Rodriguez,Memo,M,184908,210843
LAFC,Rodriguez,Brian,F,700000,1039800
Seattle Sounders FC,Roldan,Cristian,M,660000,781542
Seattle Sounders FC,Roldan,Alex,M,81375,81375
Toronto FC,Romeo,"Antonio ""Rocco""",D,77250,80641
Nashville SC,Romney,Dave,D,155000,171950
Columbus Crew,Room,Eloy,G,350004,404698
Vancouver Whitecaps,Rose,Andy,M,230000,230000
Orlando City SC,Rosell,Oriol,M,425000,425000
Colorado Rapids,Rosenberry,Keegan,D,250000,263750
Atlanta United,Rossetto,Matheus,M,600000,712500
LAFC,Rossi,Diego,F,1000000,1052000
Real Salt Lake,Rossi,Giuseppe,F,300000,312500
New EnglandRevolution,Rowe,Kelyn,M,310610,310610
Orlando City SC,Rowe,Brian,G,110000,113000
New York RedBulls,Royer,Daniel,M,700000,768750
Colorado Rapids,Rubio Kostner,Diego,F,500000,528750
Seattle Sounders FC,Ruidiaz,Raul,F,2040000,2040000
Major LeagueSoccer,Ruiz,Sergio,M,300000,363000
Real Salt Lake,Ruiz,Pablo,M,219996,240996
Real Salt Lake,Rusnak,Albert,M,1850000,2051667
Sporting Kansas City,Russell,Johnny,F,1550000,1550000
New York RedBulls,Rzatkowski,Marc,M,400000,443333
Montreal Impact,Saba,Steeven,D,81375,85542
Houston Dynamo,Salazar,Michael,F,81375,81375
San Jose Earthquakes,Salinas,Shea,F,275000,275000
Sporting Kansas City,Salloi,Daniel,F,350000,406667
Sporting Kansas City,Sanchez,Richard,G,175000,177500
Sporting Kansas City,Sanchez,Ilie,M,900000,900000
New York CityFC,Sands,James,M,125000,125000
Columbus Crew,Santos,Pedro,M,817560,864560
FC Dallas,Santos,Thiago,M,722728,838182
Philadelphia Union,Santos,Sergio,F,630000,698500
Chicago Fire,Sapong,CJ,F,700000,700000
New York CityFC,Scally,Joe,D,81375,103192
Orlando City SC,Schlegel,Rodrigo,D,81375,88800
Real Salt Lake,Schmitt,Tate,F,81375,81375
Minnesota United,Schoenfeld,Aaron,F,236250,238750
Nashville SC,Scott,Brady,G,81375,87611
New York RedBulls,Seagrist,Patrick,D,63547,67179
FC Dallas,Sealy,Dante,F,90000,103400
LAFC,Segbers,Mark,D,81375,81375
DC United,Segura,Ulises,M,215000,229250
LAFC,Segura,Eddie,D,215000,239000
DC United,Seitz,Chris,G,150000,150000
Montreal Impact,Sejdic,Amar,M,63547,63547
Chicago Fire,Sekulic,Boris,D,300000,372900
FC Dallas,Servania,Brandon,M,192000,233000
Toronto FC,Shaffelburg,Jacob,F,76000,82500
Inter Miami,Shea,Brek,M,81375,81375
Sporting Kansas City,Shelton,Khiry,F,200000,200000
Colorado Rapids,Shinyashiki,Andre,F,95625,105625
Montreal Impact,Shome,Shamit,M,150000,177500
Chicago Fire,Shuttleworth,Bobby,G,105000,115750
Real Salt Lake,Silva,Marcelo,D,525000,571667
Toronto FC,Silva,Kevin,G,63547,63547
New EnglandRevolution,Sinovic,Seth,D,145000,153000
Montreal Impact,Sirois,Jonathan,G,63547,68230
LAFC,Sisniega,Pablo,G,105000,105000
DC United,Sjoberg,Axel,D,200004,205004
San Jose Earthquakes,Skahan,Jack,M,63547,63547
LA Galaxy,Skjelvik,Jorgen,D,1100000,1150000
Chicago Fire,Slonina,Gabriel,G,75000,79800
Chicago Fire,Slonina,Nicholas,D,63547,64797
Orlando City SC,Smith,Kyle,D,81375,81375
Seattle Sounders FC,Smith,Brad,D,81375,122625
Sporting Kansas City,Smith,Graham,D,81375,81375
DC United,Sorga,Erik,F,120000,143000
Chicago Fire,Sparrow,Connor,G,81375,81375
Minnesota United,St. Clair,Dayne,G,81375,85895
Orlando City SC,Stajduhar,Mason,G,81375,81375
FC Cincinnati,Stanko,Caleb,M,429000,482333
LA Galaxy,Steres,Daniel,D,300000,318750
Chicago Fire,Stojanovic,Luka,M,298908,358308
New York RedBulls,Stroud,Jared,M,63547,63547
Houston Dynamo,Struna,"Aljaz ""Kiki""",D,1100000,1210000
New York City FC,Stuver,Brad,G,125000,125000
FC Cincinnati,Sunderland,Beckham,G,63547,67610
Seattle Sounders FC,Svensson,Gustav,M,570000,600000
Inter Miami,Sweat,Ben,D,250000,250000
Montreal Impact,Tabla,Ballou,M,225000,251250
New York City FC,Tajouri-Shradi,Ismael,F,550000,591485
Columbus Crew,Tarbell,Andrew,G,190000,225000
New York RedBulls,Tarek,Amro,D,350000,350000
Vancouver Whitecaps,Teibert,Russell,M,200000,220000
Orlando City SC,Teixeira,Ruan,D,180000,180000
Chicago Fire,Teran,Carlos,D,81375,136815
FC Dallas,Tessmann,Tanner,M,85000,90125
New York RedBulls,Tetteh,Samuel,F,322500,386580
San Jose Earthquakes,Thompson,Tommy,D,225000,225000
New York City FC,Thorarinson,Gudmundur,M,355000,355000
New York City FC,Tinnerholm,Anton,D,600000,650000
Real Salt Lake,Toia,Donny,D,185000,190000
New York RedBulls,Tolkin,John,D,63547,68547
Seattle Sounders FC,Tolo,Nouhou,D,88200,108200
Atlanta United,Torres,Erick,F,218400,277683
LAFC,Torres,Christian,F,63547,74647
New York City FC,Torres,Juan Pablo,M,130000,144500
Seattle Sounders FC,Torres,Roman,D,263000,289300
Montreal Impact,Toye,Mason,F,145000,178000
LA Galaxy,Traore,Diedie,D,63547,63547
LAFC,Traore,Mohamed,D,81375,81375
Inter Miami,Trapp,Wil,M,600000,643750
Nashville SC,Tribbett,Ken,M,81375,81375
Colorado Rapids,Trusty,Auston,D,325000,381250
Portland Timbers,Tuiloma,Bill,M,200000,214125
New EnglandRevolution,Turner,Matt,G,200000,200000
Philadelphia Union,Turner,Cole,M,81375,84375
FC Dallas,Twumasi,Ema,F,165000,211900
FC Cincinnati,Tyton,Przemyslaw,G,272950,369638
Inter Miami,Ulloa,Victor,M,210000,210000
Inter Miami,Ulysse,Denso,D,63547,63547
Montreal Impact,Urruti,Maximiliano,F,1400000,1601000
Houston Dynamo,Valentin,Zarek,D,175000,175000
Columbus Crew,Valenzuela,Milton,D,320000,351300
Portland Timbers,Valeri,Diego,M,680000,829875
New York RedBulls,Valot,Florian,M,81375,85190
FC Cincinnati,Van Der Werff,Maikel,D,650000,735167
FC Cincinnati,Vazquez,Brandon,F,200004,216004
Real Salt Lake,Vazquez,Julian,F,72500,72500
San Jose Earthquakes,Vega,Daniel,G,248000,253000
LAFC,Vela,Carlos,F,4500000,6300000
Houston Dynamo,Vera,Matias Gabriel,M,300000,306250
New EnglandRevolution,Verfurth,Collin,D,63547,63547
LAFC,Vermeer,Kenneth,G,500000,506000
Vancouver Whitecaps,Veselinovic,Ranko,D,360000,445500
Portland Timbers,Villafaña,Jorge,D,600000,617500
Colorado Rapids,Vines,Sam,D,105000,106250
Colorado Rapids,Vint,Will,D,63547,63547
LA Galaxy,Vom Steeg,Justin,G,81375,81375
Philadelphia Union,Wagner,Kai,D,348000,390150
Atlanta United,Walkes,Anton,D,200000,225063
San Jose Earthquakes,Walls,Casey,D,81375,84375
Montreal Impact,Wanyama,Victor,M,2416107,3107774
Colorado Rapids,Warner,Collen,M,81375,81375
Nashville SCD-,Washington,Taylor,M,81375,81375
FC Cincinnati,Waston,Kendall,D,800000,826667
Montreal Impact,Waterman,Joel,D,81375,90284
Toronto FCGK,Westberg,Quentin,G,240000,253333
New York Red Bulls,White,Brian,F,189000,189000
LA GalaxyM-,Wild,Gordon,D,81375,81375
Atlanta United,Williams,JJ,F,110000,144750
Columbus Crew,Williams,Josh,D,240000,240000
Portland Timbers,Williamson,Eryk,M,130000,146500
Nashville SCGK,Willis,Joe,G,180000,187833
Colorado Rapids,Wilson,Danny,D,500000,540000
Nashville SCF-,Winn,Alan,M,63547,63547
Atlanta UnitedF-,Wolff,Tyler,M,63547,68047
San Jose Earthquakes,Wondolowski,Chris,F,430000,440000
Philadelphia Union,Wooten,Andrew,F,600000,685833
Columbus Crew,Wormgoor,Vito,D,315000,392875
LAFC,Wright-Phillips,Bradley,F,300000,342500
Atlanta United,Wyke,Laurence,M,63547,63547
Montreal Impact,Yao,Karifa,D,63547,67763
Colorado RapidsGK,Yarbrough,William,G,120000,120000
New York Red Bulls,Yearwood,Dru,M,450000,494750
DC United,Yow,Griffin,F,90000,96118
San Jose Earthquakes,Yueill,Jackson,M,163125,215125
Houston Dynamo,Zahibo,Wilfred,M,522000,592000
Portland Timbers,Zambrano,Renzo,M,81375,81375
Columbus Crew,Zardes,Gyasi,F,1300000,1350000
Toronto FC,Zavaleta,Eriq,D,275004,296962
New York City FC,Zelalem,Gedion,M,63547,63547
Columbus Crew,Zelarayan,Lucas,M,1575000,1940000
Minnesota UnitedGK,Zendejas,Adrian,G,81375,81375
FC Dallas,Ziegler,Reto,D,950000,1000000
Nashville SC,Zimmerman,Walker,D,778000,834050
FC DallasGK,Zobeck,Kyle,G,81375,81375
LA Galaxy,Zubak,Ethan,F,90000,93125
Portland Timbers,Zuparic,Dario,D,400000,416667
Sporting Kansas City,Zusi,Graham,D,650000,713333
New York RedBulls,,Kaku,M,850000,850000
Orlando City SC,,Robinho,M,198000,205500
Philadelphia Union,,Ilsinho,M,425000,476250
San Jose Earthquakes,,Judson,M,320000,325000
Toronto FC,,Auro,D,300000,328750
