club,last_name,first_name,position,base_salary,guaranteed_compensation
Austin FC,Las,Damian,G,65500.0,65500.0
Austin FC,Lima,Nick,D,350000.0,350000.0
Austin FC,Martins,Felipe,M,84000.0,84000.0
Austin FC,Pereira,Danny,M,84000.0,102258.0
Austin FC,Pochettino,Tomas,M,525000.0,585000.0
Austin FC,Pulisic,William,G,66724.0,66724.0
Austin FC,Redes,Rodney,F,412500.0,412500.0
Austin FC,Rigoni,Emiliano,M,1846152.0,2294152.0
Austin FC,Ring,Alexander,M,1500000.0,1640000.0
Austin FC,Romana,Jhohan,D,440000.0,440000.0
Austin FC,Stroud,Jared,M,84000.0,84000.0
Austin FC,Stuver,Brad,G,175000.0,185000.0
Austin FC,Tarbell,Andrew,G,300000.0,308333.0
Austin FC,Urruti,Maximiliano,F,625000.0,661250.0
Austin FC,Valencia,Jhojan,M,355000.0,400125.0
Austin FC,Wolff,Owen,M,65500.0,78553.0
CF Montreal,Assi,Jean-Aniel,M,66724.0,74104.0
CF Montreal,Bassong,Zorhan,D,125000.0,137500.0
CF Montreal,Brault-Guillard,Zachary,D,275000.0,319375.0
CF Montreal,Breza,Sebastian,G,84000.0,84000.0
CF Montreal,Camacho,Rudy,D,500000.0,554000.0
CF Montreal,Choiniere,Mathieu,M,125000.0,134238.0
CF Montreal,Corbo,Gabriele,D,120192.0,120192.0
CF Montreal,Ferdinand,Keesean,D,89716.0,99936.0
CF Montreal,Giraldo,Tomas,M,110000.0,121000.0
CF Montreal,Hamdi,Ahmed,M,475000.0,572500.0
CF Montreal,Ibrahim,Sunusi,F,200000.0,291250.0
CF Montreal,Johnsen,Bjorn,F,1100000.0,1236667.0
CF Montreal,Johnston,Alistair,M,400000.0,445625.0
CF Montreal,Kamara,Kei,F,84000.0,94000.0
CF Montreal,Ketterer,Logan,G,84000.0,84000.0
CF Montreal,Koné,Ismael,M,65500.0,68125.0
CF Montreal,Kwizera,Jojea,M,65500.0,65500.0
CF Montreal,Lappalainen,Lassi,M,510000.0,540000.0
CF Montreal,Mihailovic,Djordje,M,700000.0,751875.0
CF Montreal,Miljevic,Matko,M,545455.0,593364.0
CF Montreal,Miller,Kamal,D,300000.0,345000.0
CF Montreal,Offor,Chinonso,F,159996.0,209396.0
CF Montreal,Pantemis,James,G,145000.0,160833.0
CF Montreal,Piette,Samuel,M,400000.0,429750.0
CF Montreal,Quioto,Romell,F,800000.0,885000.0
CF Montreal,Rea,Sean,F,66724.0,74809.0
CF Montreal,Saliba,Nathan-Dylan,F,66724.0,77200.0
CF Montreal,Sirois,Jonathan,G,84000.0,88319.0
CF Montreal,Thorkelsson,Robert,D,150000.0,173500.0
CF Montreal,Torres,Joaquin,M,230000.0,279800.0
CF Montreal,Toye,Mason,F,500000.0,558000.0
CF Montreal,Wanyama,Victor,M,2400000.0,3091667.0
CF Montreal,Waterman,Joel,D,125000.0,133909.0
CF Montreal,Yao,Karifa,D,85444.0,89933.0
CF Montreal,Zouhir,Rida,M,66724.0,74809.0
Charlotte FC,Afful,Harrison,D,300000.0,332500.0
Charlotte FC,Alcivar,Jordy,M,235000.0,325600.0
Charlotte FC,Armour,Adam,D,65500.0,65500.0
Charlotte FC,Bender,Benjamin,M,65500.0,83000.0
Charlotte FC,Bronico,Brandt,M,125000.0,134330.0
Charlotte FC,Byrne,Nathan,F,560000.0,607833.0
Charlotte FC,Corujo,Guzman,D,600000.0,633500.0
Charlotte FC,Franco,Alan Steven,M,480000.0,538300.0
Charlotte FC,Fuchs,Christian,D,375000.0,375000.0
Charlotte FC,Gaines,McKinze,F,84000.0,86750.0
Charlotte FC,Hegardt,Christopher,M,65500.0,73012.0
Charlotte FC,Jones,Derrick,M,185000.0,207969.0
Charlotte FC,Jóźwiak,Kamil,F,900000.0,1017000.0
Charlotte FC,Kahlina,Kristijan,G,425000.0,451875.0
Charlotte FC,Lindsey,Jaylin,D,200000.0,235625.0
Charlotte FC,Malanda,Adilson,D,250000.0,278083.0
Charlotte FC,Marks,George,G,65500.0,65500.0
Charlotte FC,McNeill,Quinn,M,65500.0,65500.0
Charlotte FC,Mello,Vinicius,F,300000.0,334900.0
Charlotte FC,Mora,Joseph,D,200000.0,200000.0
Charlotte FC,Reyna,Yordy,F,797500.0,797500.0
Charlotte FC,Rios,Daniel,F,230000.0,251500.0
Charlotte FC,Romero,Brian,M,65500.0,76333.0
Charlotte FC,Santos,Koa,D,65500.0,65500.0
Charlotte FC,Santos,Nuno,M,500000.0,561387.0
Charlotte FC,Shinyashiki,Andre,F,140000.0,150000.0
Charlotte FC,Sisniega,Pablo,G,180000.0,200667.0
Charlotte FC,Sobocinski,Jan,D,325000.0,351250.0
Charlotte FC,Świderski,Karol,F,2200000.0,2258000.0
Charlotte FC,Vargas,Kerwin,F,350000.0,392167.0
Charlotte FC,Walkes,Anton,D,325000.0,353594.0
Charlotte FC,Zendejas,Adrian,G,84000.0,91986.0
Chicago Fire,Bezerra,Victor,F,84000.0,96461.0
Chicago Fire,Bornstein,Jonathan,D,300000.0,330000.0
Chicago Fire,Brady,Chris,G,159996.0,183246.0
Chicago Fire,Burks,Kendall,D,84000.0,84000.0
Chicago Fire,Casas,Javier,M,84000.0,85900.0
Chicago Fire,Czichos,Rafael,D,1300000.0,1336667.0
Chicago Fire,Duran,Jhon Jader,F,120000.0,167000.0
Chicago Fire,Espinoza,Jhon,D,216000.0,242500.0
Chicago Fire,Gimenez,Gaston,M,2060000.0,2360667.0
Chicago Fire,Gutierrez,Brian,M,104000.0,105900.0
Chicago Fire,Herbers,Fabian,M,260000.0,281250.0
Chicago Fire,Ivanov,Stanislav,M,300000.0,359000.0
Chicago Fire,Monis,Alex,M,84000.0,85900.0
Chicago Fire,Mueller,Chris,M,549996.0,612316.0
Chicago Fire,Navarro,Miguel Angel,D,200004.0,240204.0
Chicago Fire,Navarro,Federico,M,200004.0,275004.0
Chicago Fire,Omsberg,Wyatt,D,140000.0,157000.0
Chicago Fire,Oregel,Sergio,M,65500.0,65500.0
Chicago Fire,Pineda,Mauricio,M,225000.0,248875.0
Chicago Fire,Przybylko,Kacper,F,1100004.0,1212504.0
Chicago Fire,Reynolds,Andre,D,90000.0,98000.0
Chicago Fire,Richey,Spencer,G,132000.0,132000.0
Chicago Fire,Rodriguez,Allan,M,84000.0,85900.0
Chicago Fire,Rodriguez,Missael,F,65500.0,65500.0
Chicago Fire,Sekulic,Boris,D,596000.0,668900.0
Chicago Fire,Shaqiri,Xherdan,M,7350000.0,8153000.0
Chicago Fire,Slonina,Gabriel,G,143000.0,147800.0
Chicago Fire,Teran,Carlos,D,200000.0,255440.0
Chicago Fire,Torres,Jairo,M,849996.0,1219329.0
Colorado Rapid,Abubakar,Lalas,D,235000.0,272125.0
Colorado Rapid,Acosta,Bryan,M,650000.0,706667.0
Colorado Rapid,Anderson,Sebastian,D,105000.0,106667.0
Colorado Rapid,Barrios,Michael,M,650000.0,680000.0
Colorado Rapid,Bassett,Cole,M,450000.0,450000.0
Colorado Rapid,Beitashour,Steven,D,150000.0,172500.0
Colorado Rapid,Edwards,Michael,D,84000.0,84000.0
Colorado Rapid,Esteves,Lucas,D,373032.0,426092.0
Colorado Rapid,Galvan,Braian,F,318000.0,414322.0
Colorado Rapid,Gutierrez,Felipe,M,552000.0,569250.0
Colorado Rapid,Irwin,Clint,G,200000.0,213300.0
Colorado Rapid,Keita,Aboubacar,D,135000.0,135000.0
Colorado Rapid,Larraz,Oliver,M,65500.0,65500.0
Colorado Rapid,Lewis,Jonathan,F,410000.0,435000.0
Colorado Rapid,Markanich,Anthony,D,65500.0,65500.0
Colorado Rapid,Mayaka,Philip,M,100000.0,113000.0
Colorado Rapid,Moor,Drew,D,150000.0,172500.0
Colorado Rapid,Nicholson,Sam,M,300000.0,335313.0
Colorado Rapid,Price,Jack,M,662500.0,725000.0
Colorado Rapid,Priso,Ralph,M,85444.0,89195.0
Colorado Rapid,Rodriguez,Abraham,G,84000.0,84000.0
Colorado Rapid,Rosenberry,Keegan,D,400000.0,400000.0
Colorado Rapid,Rubio Kostner,Diego,F,585000.0,629583.0
Colorado Rapid,Toure,"Dantouma ""Y",F,65500.0,80118.0
Colorado Rapid,Travis,Jackson,M,65500.0,68000.0
Colorado Rapid,Vallecilla,Gustavo,D,312000.0,344880.0
Colorado Rapid,Warner,Collen,M,84000.0,84000.0
Colorado Rapid,Wilson,Danny,D,330000.0,354750.0
Colorado Rapid,Yapi,Darren,F,65500.0,76333.0
Colorado Rapid,Yarbrough,William,G,300000.0,375000.0
Colorado Rapid,Zardes,Gyasi,F,1500000.0,1550000.0
Colorado Rapid,,Max,M,212000.0,293360.0
Columbus Crew,Anibaba,Jalil,D,150000.0,150000.0
Columbus Crew,Bush,Evan,G,84000.0,84000.0
Columbus Crew,Degenek,Miloš,D,715000.0,812000.0
Columbus Crew,Diaz,Luis,M,375000.0,408900.0
Columbus Crew,Etienne,Derrick,M,175000.0,175000.0
Columbus Crew,Farsi,Mohamed,D,65500.0,75333.0
Columbus Crew,Hairston,Marlon,M,175000.0,175000.0
Columbus Crew,Hernandez,Cucho,F,2600000.0,2886000.0
Columbus Crew,Hurtado,Erik,F,84000.0,84000.0
Columbus Crew,Igbekeme,James,M,315000.0,408281.0
Columbus Crew,Kitchen,Perry,M,300000.0,326667.0
Columbus Crew,Lima,Artur,M,564000.0,615633.0
Columbus Crew,Matan,Alexandru,M,425000.0,458250.0
Columbus Crew,Mensah,Jonathan,D,1000000.0,1140667.0
Columbus Crew,Molino,Kevin,M,700348.0,700348.0
Columbus Crew,Moreira,Steven,D,550000.0,632708.0
Columbus Crew,Morris,Aidan,M,170000.0,172000.0
Columbus Crew,Morris,Jake,D,65500.0,65500.0
Columbus Crew,Nagbe,Darlington,M,1760000.0,1760000.0
Columbus Crew,Parente,Isaiah,M,66724.0,70724.0
Columbus Crew,Room,Eloy,G,800000.0,883000.0
Columbus Crew,Russell-Rowe,Jacen,F,65500.0,72866.0
Columbus Crew,Sands,Will,D,84000.0,90250.0
Columbus Crew,Santos,Pedro,D,625000.0,687500.0
Columbus Crew,Schulte,Patrick,G,84000.0,96431.0
Columbus Crew,Scott,Brady,G,84000.0,84000.0
Columbus Crew,Williams,Josh,D,325000.0,325000.0
Columbus Crew,Yeboah,Yaw,M,600000.0,663750.0
Columbus Crew,Zawadzki,Sean,M,84000.0,89000.0
Columbus Crew,Zelarayan,Lucas,M,3100000.0,3700000.0
DC United,Akinmboni,Matai,D,65500.0,75000.0
DC United,Alfaro,Antonio,D,89513.0,89513.0
DC United,Benteke,Christian,F,4000000.0,4182778.0
DC United,Berry,Miguel,F,120000.0,120000.0
DC United,Birnbaum,Steven,D,750000.0,762500.0
DC United,Canouse,Russell,M,515000.0,515000.0
DC United,Djeffal,Sofiane,M,65500.0,65500.0
DC United,Durkin,Chris,M,400000.0,445000.0
DC United,Fletcher,Kristian,F,84000.0,105189.0
DC United,Fountas,Taxiarchis,F,1600000.0,1641000.0
DC United,Freeman,Tyler,F,110000.0,112500.0
DC United,Garay,Jeremy,M,65500.0,69550.0
DC United,Greene,Jacob,M,85444.0,88444.0
DC United,Guediri,Sami,D,84000.0,84000.0
DC United,Hamid,Bill,G,700000.0,700000.0
DC United,Hines-Ike,Brendan,D,375000.0,417917.0
DC United,Hopkins,Jackson,M,65500.0,65833.0
DC United,Kamara,Ola,F,1500000.0,1520000.0
DC United,Kempin,Jon,G,84000.0,84000.0
DC United,Ku-DiPietro,Theodore,M,65500.0,65500.0
DC United,Morrison,Ravel,M,850000.0,917844.0
DC United,Najar,Andy,D,375000.0,375000.0
DC United,Ochoa,David,G,103500.0,103500.0
DC United,Odoi-Atsem,Chris,D,140000.0,151000.0
DC United,Palsson,Victor,M,850000.0,863125.0
DC United,Perez,Adrien,F,89513.0,89513.0
DC United,Pines,Donovan,D,150000.0,152000.0
DC United,Robertha,Nigel,F,550000.0,622406.0
DC United,Rodriguez,Martin,F,456000.0,597200.0
DC United,Romo,Rafael,G,250000.0,285833.0
DC United,Samake,Gaoussou,M,84000.0,84000.0
DC United,Sargis,Hayden,D,65500.0,65500.0
DC United,Skundrich,Andrew,F,89513.0,89513.0
DC United,Smith,Brad,D,550000.0,591250.0
DC United,Smith,Kimarni,F,85444.0,85444.0
FC Cincinnati,Acosta,Luciano,M,1943500.0,2222854.0
FC Cincinnati,Atanga,Isaac,F,350000.0,364000.0
FC Cincinnati,Badji,Dominique,F,500000.0,555000.0
FC Cincinnati,Bailey,Zico,D,84000.0,84000.0
FC Cincinnati,Barreal,Alvaro,F,350000.0,350000.0
FC Cincinnati,Blackett,Tyler,D,840000.0,840000.0
FC Cincinnati,Cameron,Geoff,D,387000.0,469000.0
FC Cincinnati,Celentano,Roman,G,84000.0,99000.0
FC Cincinnati,Cruz,Allan,M,1140000.0,1254000.0
FC Cincinnati,Gaddis,Ray,D,230000.0,230000.0
FC Cincinnati,Hagglund,Nick,D,84000.0,84000.0
FC Cincinnati,Harris,Calvin,F,85444.0,100444.0
FC Cincinnati,Kann,Alec,G,200000.0,220833.0
FC Cincinnati,Kubo,Yuya,M,1091000.0,1206750.0
FC Cincinnati,Louro,Evan,G,84000.0,84000.0
FC Cincinnati,Markanich,Nicholas,F,65500.0,65500.0
FC Cincinnati,Matarrita,Ronald,D,750000.0,806875.0
FC Cincinnati,Miazga,Matt,D,1464000.0,1464000.0
FC Cincinnati,Mines,Ben,M,84000.0,88840.0
FC Cincinnati,Moreno,Junior,M,325000.0,373750.0
FC Cincinnati,Murphy,Ian,D,65500.0,67750.0
FC Cincinnati,Nelson,John,D,65500.0,73500.0
FC Cincinnati,Nwobodo,Obinna,M,900000.0,1028100.0
FC Cincinnati,Ordonez,Arquimides,F,65500.0,69037.0
FC Cincinnati,Powell,Alvas,D,150000.0,167000.0
FC Cincinnati,Robledo,Harrison,F,65500.0,86391.0
FC Cincinnati,Santos,Sergio,F,850000.0,918500.0
FC Cincinnati,Souza da Silva,Brenner,F,1680000.0,2218600.0
FC Cincinnati,Sunderland,Beckham,G,84000.0,87863.0
FC Cincinnati,Vazquez,Brandon,F,275000.0,517500.0
FC Cincinnati,Vermeer,Kenneth,G,84000.0,84000.0
FC Dallas,Arriola,Paul,M,1100000.0,1130000.0
FC Dallas,Bartlett,Lucas,D,84000.0,84000.0
FC Dallas,Carrera,Antonio,G,65500.0,85019.0
FC Dallas,Cerrillo,Edwin,M,130000.0,145000.0
FC Dallas,Che,Justin,D,100000.0,109209.0
FC Dallas,Elmedkhar,Kalil,F,66724.0,66724.0
FC Dallas,Farfan,Marco,D,225000.0,225000.0
FC Dallas,Ferreira,Jesus,F,1300000.0,1499000.0
FC Dallas,Hedges,Matt,D,900000.0,900000.0
FC Dallas,Hernandez,Dominick,M,66724.0,76438.0
FC Dallas,Jara,Franco,F,2540000.0,3227000.0
FC Dallas,Kamungo,Bernard,M,84000.0,84000.0
FC Dallas,Lletget,Sebastian,M,900000.0,1023750.0
FC Dallas,Martinez,Jose Antonio,D,650000.0,723000.0
FC Dallas,Maurer,Jimmy,G,275000.0,292887.0
FC Dallas,Munjoma,Eddie,D,84000.0,84000.0
FC Dallas,Ntsabeleng,Tsiki,M,65500.0,65500.0
FC Dallas,Obrian,Jader,F,382500.0,467100.0
FC Dallas,Paes,Maarten,G,150000.0,187500.0
FC Dallas,Parker,Isaiah,D,65500.0,77500.0
FC Dallas,Pomykal,Paxton,M,700000.0,700000.0
FC Dallas,Quignon,Facundo,M,786000.0,840627.0
FC Dallas,Quiñónez,Joshué,D,180000.0,227833.0
FC Dallas,Redzic,Beni,M,66724.0,74346.0
FC Dallas,Roberts,Thomas,M,160000.0,172000.0
FC Dallas,Sealy,Dante,F,140000.0,164417.0
FC Dallas,Servania,Brandon,M,400000.0,455833.0
FC Dallas,Smith,Collin,D,90000.0,93000.0
FC Dallas,Tafari Burgess,Nkosi,D,197950.0,197950.0
FC Dallas,Twumasi,Ema,D,290000.0,309300.0
FC Dallas,Velasco,Alan,F,1100000.0,1305000.0
FC Dallas,,Nanu,D,600000.0,668750.0
Houston Dynam,Avila,Beto,F,65500.0,65500.0
Houston Dynam,Baird,Corey,F,440000.0,471031.0
Houston Dynam,Bajamich,Mateo,F,286000.0,346069.0
Houston Dynam,Bartlow,Ethan,D,84000.0,91500.0
Houston Dynam,Carrasquilla,Adalberto,M,418908.0,469132.0
Houston Dynam,Castilla,Juan,M,65500.0,70022.0
Houston Dynam,Ceren,Darwin,M,190000.0,240000.0
Houston Dynam,Clark,Steve,G,560000.0,620031.0
Houston Dynam,Dorsey,Griffin,D,125000.0,144000.0
Houston Dynam,Fernandes,Thiago,F,310344.0,370344.0
Houston Dynam,Ferreira,Sebastián,F,1600000.0,1970200.0
Houston Dynam,Hadebe,Teenage,D,1014000.0,1179177.0
Houston Dynam,Herrera,Hector,M,4750000.0,5246875.0
Houston Dynam,Hoffmann,Ian,D,85444.0,85444.0
Houston Dynam,Junqua,Sam,D,89513.0,89513.0
Houston Dynam,Lemoine,Nico,F,84000.0,84000.0
Houston Dynam,Lundkvist,Adam,D,325000.0,372500.0
Houston Dynam,Nelson,Michael,G,125000.0,139500.0
Houston Dynam,Palomino,Marcelo,M,84000.0,84000.0
Houston Dynam,Parker,Tim,D,1000000.0,1037500.0
Houston Dynam,Picault,Fafa,F,600000.0,600000.0
Houston Dynam,Quinones,Nelson,F,150996.0,171890.0
Houston Dynam,Quintero,Darwin,F,600000.0,661250.0
Houston Dynam,Raines,Brooklyn,M,65500.0,83563.0
Houston Dynam,Rios,Daniel Esteba,M,65500.0,70022.0
Houston Dynam,Rodriguez,Memo,M,285000.0,310935.0
Houston Dynam,Steres,Daniel,D,450000.0,468750.0
Houston Dynam,Ulfarsson,Thorleifur,F,65500.0,77699.0
Houston Dynam,Valdez,Xavier,G,65500.0,75211.0
Houston Dynam,Valentin,Zarek,D,260000.0,290000.0
Houston Dynam,Vera,Matias Gabrie,M,550000.0,622812.0
Houston Dynam,,Zeca,D,218182.0,259015.0
Inter Miami,Acosta,George,M,65500.0,65500.0
Inter Miami,Allen,Noah,D,65500.0,67167.0
Inter Miami,Azcona Velez,Edison,M,65500.0,65500.0
Inter Miami,Callender,Drake,G,130000.0,130000.0
Inter Miami,Campana,Leonardo,F,84000.0,135680.0
Inter Miami,De Magalhaes Silv,aGregore,M,700000.0,801000.0
Inter Miami,Dos Santos,CJ,G,65500.0,70800.0
Inter Miami,Duke,Bryce,M,122000.0,122000.0
Inter Miami,Fray,Ian,D,84000.0,84000.0
Inter Miami,Gibbs,Kieran,D,370000.0,378167.0
Inter Miami,Gonzalez Pirez,Leandro,D,892500.0,1052750.0
Inter Miami,Higuain,Gonzalo Gera,F,5100000.0,5793750.0
Inter Miami,Jean,Corentin,F,720000.0,788400.0
Inter Miami,Jones,Joevin Martin,M,360000.0,458100.0
Inter Miami,Lassiter,Ariel,F,210000.0,230280.0
Inter Miami,Lowe,Damion,D,225000.0,268333.0
Inter Miami,Mabika,Aime,D,65500.0,73625.0
Inter Miami,Marsman,Nick,G,474996.0,587184.0
Inter Miami,Matuidi,Blaise,M,1500000.0,1500000.0
Inter Miami,McVey,Christopher,D,199992.0,224292.0
Inter Miami,Mota,Jean,M,700000.0,805000.0
Inter Miami,Neville,Harvey,D,65500.0,65500.0
Inter Miami,Pizarro,Rodolfo,F,3050000.0,3350000.0
Inter Miami,Pozuelo,Alejandro,M,3800000.0,4693000.0
Inter Miami,Robinson,Robert,F,140000.0,185000.0
Inter Miami,Rodriguez,Emerson,M,315000.0,350500.0
Inter Miami,Sailor,Ryan,D,65500.0,65500.0
Inter Miami,Shea,Brek,M,182000.0,206100.0
Inter Miami,Taylor,Robert,F,252000.0,278900.0
Inter Miami,Ulloa,Victor,M,250000.0,250000.0
Inter Miami,Valencia-Barona,Felipe,F,65500.0,65500.0
Inter Miami,Vassilev,Indiana,F,84000.0,134000.0
Inter Miami,Yedlin,DeAndre,D,800000.0,848750.0
LA Galaxy,Aguirre,Daniel,F,66724.0,66724.0
LA Galaxy,Alvarez,Efrain,M,600000.0,706250.0
LA Galaxy,Araujo,Julian,D,575000.0,678750.0
LA Galaxy,Bond,Jonathan,G,475000.0,526875.0
LA Galaxy,Brugman,Gastón,M,1200000.0,1409000.0
LA Galaxy,Cabral,Kevin,F,1650000.0,1650000.0
LA Galaxy,Caceres,Martin,D,240000.0,294400.0
LA Galaxy,Costa,Douglas,F,3000000.0,5800000.0
LA Galaxy,Coulibaly,Sega,D,420000.0,457000.0
LA Galaxy,Delgado,Marco,M,650000.0,726250.0
LA Galaxy,DePuy,Nick,D,231000.0,231000.0
LA Galaxy,Dunbar,Cameron,F,120000.0,136750.0
LA Galaxy,Edwards,Raheem,M,275000.0,307500.0
LA Galaxy,Esparza-Saldana,Adam,M,89513.0,89513.0
LA Galaxy,Ferkranus,Marcus,D,100000.0,113625.0
LA Galaxy,Gasper,Chase,D,375000.0,400000.0
LA Galaxy,Grandsir,Samuel,F,900000.0,988427.0
LA Galaxy,Harvey,Carlos Migue,M,84000.0,84000.0
LA Galaxy,Hernandez,Javier,F,6000000.0,7443750.0
LA Galaxy,Joveljic,Dejan,F,612500.0,612500.0
LA Galaxy,Judd,Preston,F,65500.0,65500.0
LA Galaxy,Klinsmann,Jonathan,G,200000.0,200000.0
LA Galaxy,Kljestan,Sacha,M,84000.0,84000.0
LA Galaxy,Leerdam,Kelvin,D,300000.0,335000.0
LA Galaxy,Neal,Jalen,D,100000.0,113625.0
LA Galaxy,Perez,Jonathan,M,150000.0,171750.0
LA Galaxy,Puig,Ricard,M,1612500.0,1695000.0
LA Galaxy,Sanchez,Richard,G,84000.0,84000.0
LA Galaxy,Vazquez,Victor,M,440000.0,440000.0
LA Galaxy,Villafaña,Jorge,D,450000.0,486667.0
LA Galaxy,Williams,Derrick,D,750000.0,821458.0
LA Galaxy,Zavaleta,Eriq,D,84000.0,84000.0
LAFC,Acosta,Kellyn,M,1100000.0,1215000.0
LAFC,Arango,Cristian,F,624000.0,683000.0
LAFC,Bale,Gareth,F,1600000.0,2386667.0
LAFC,Blessing,Latif,M,400000.0,416667.0
LAFC,Bouanga,Denis,F,2083333.0,2083333.0
LAFC,Chiellini,Giorgio,D,1000000.0,1075000.0
LAFC,Cifuentes,Jose,M,367875.0,411750.0
LAFC,Crepeau,Maxime,G,275000.0,302500.0
LAFC,Duenas,Erik,D,100000.0,102000.0
LAFC,Escobar,Franco,D,550008.0,550008.0
LAFC,Fall,Mamadou,M,106000.0,118750.0
LAFC,Gaines,Julian,F,85444.0,87444.0
LAFC,Ginella,Francisco,M,450000.0,572250.0
LAFC,Hollingshead,Ryan,D,393750.0,393750.0
LAFC,Ibeagha,Sebastien,D,225000.0,252125.0
LAFC,Jennings,Cal,F,84000.0,84000.0
LAFC,Leone,Antonio,M,100000.0,102000.0
LAFC,McCarthy,John,G,110000.0,110000.0
LAFC,Méndez,Jhegson Seb,M,600000.0,636750.0
LAFC,Murillo,Jesus,D,450000.0,509500.0
LAFC,Opoku,Kwadwo,F,92000.0,133095.0
LAFC,Ordaz,Nathan,F,65500.0,68000.0
LAFC,Palacios,Diego,D,486000.0,510000.0
LAFC,Romero,Tomas,G,90000.0,95000.0
LAFC,Sanchez,Ilie,M,1150000.0,1150000.0
LAFC,Segura,Eddie,D,200000.0,224000.0
LAFC,Tello,Cristian,F,1333333.0,1725069.0
LAFC,Torres,Christian,F,90000.0,101230.0
LAFC,Traore,Mohamed,D,100000.0,100000.0
LAFC,Trejo,Danny,F,65500.0,65500.0
LAFC,Vela,Carlos,F,2400000.0,2737500.0
Major League S,Bcacrebrer,Grayson,F,84000.0,87750.0
Major League S,Ccocreorna,Joe,M,300000.0,315000.0
Major League S,Hcucnedrley,Matt,F,110000.0,119000.0
Minnesota Unit,Admarilla,Luis,F,650000.0,785000.0
Minnesota Unit,Adrriaga,Kervin,M,84000.0,103667.0
Minnesota Unit,Bdenitez,Alan,D,380000.0,437250.0
Minnesota Unit,Bdoxall,Michael,D,602210.0,655307.0
Minnesota Unit,Ddanladi,Abu,F,135000.0,142125.0
Minnesota Unit,Ddibassy,Bakaye,D,650000.0,743125.0
Minnesota Unit,Ddick,Eric,G,84000.0,84000.0
Minnesota Unit,Ddotson,Hassani,M,400000.0,457500.0
Minnesota Unit,Edmmings,Fred,G,84000.0,90000.0
Minnesota Unit,Fdisher,Oniel,D,120000.0,133000.0
Minnesota Unit,Fdragapane,Franco,F,249996.0,257496.0
Minnesota Unit,Gdarcia,Ménder,F,300000.0,322313.0
Minnesota Unit,Gdonzalez,Jonathan,M,240000.0,245000.0
Minnesota Unit,Hdansen,Niko,M,200400.0,219400.0
Minnesota Unit,Hdayes,Jacori,M,190000.0,199833.0
